file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\net\ess3\api\events\teleport\TeleportEvent.java,net.ess3.api.events.teleport.TeleportEvent,class,5,7,2,5,8,2,2,1,10,0.675,0.32142857,0.5714286,8,0,6,0,0,2,8,0,0,0,5,0,0,5,0,0,4,0,0,35,5,0,0,0,0,0,0,6,0,5,0,0,0,0,51,1025,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\EssentialsDiscord\src\main\java\net\essentialsx\discord\util\MessageUtil.java,net.essentialsx.discord.util.MessageUtil,class,0,10,10,0,4,1,0,2,3,0,0,0,3,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,1,0,0,12,0,0,0,0,1,0,0,0,25,17,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\utils\LocationUtil.java,com.earth2me.essentials.utils.LocationUtil$Vector3D,innerclass,0,0,0,0,1,1,0,0,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,3,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,9,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\EssentialsDiscord\src\main\java\net\essentialsx\discord\util\DiscordUtil.java,net.essentialsx.discord.util.DiscordUtil,class,21,27,6,21,44,1,0,63,60,0.9583333,0.018181818,0.018181818,12,11,10,2,0,0,11,0,0,0,6,6,6,0,0,0,6,0,13,134,21,5,8,0,2,12,2,19,2,22,3,0,0,5,149,17,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\commands\Commandsuicide.java,com.earth2me.essentials.commands.Commandsuicide,class,4,4,0,4,3,2,0,11,3,0,0,0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0,0,3,1,1,0,1,0,0,0,0,16,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\EssentialsDiscord\src\main\java\net\essentialsx\discord\listeners\BukkitListener.java,net.essentialsx.discord.listeners.BukkitListener,class,27,29,2,27,50,1,0,88,0,0.16666667,0.72527474,0.72527474,18,0,14,4,0,0,14,0,0,0,1,0,0,1,0,0,1,0,43,146,12,0,7,0,2,10,1,21,4,12,2,0,0,0,76,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\MobData.java,com.earth2me.essentials.MobData$Data,enum,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\EssentialsDiscord\src\main\java\net\essentialsx\discord\interactions\commands\ListCommand.java,net.essentialsx.discord.interactions.commands.ListCommand,class,10,11,1,10,5,2,0,22,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,30,0,1,1,1,0,7,2,6,1,6,2,0,0,0,35,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\commands\Commandsmithingtable.java,com.earth2me.essentials.commands.Commandsmithingtable,class,3,3,0,3,3,2,0,4,1,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,2,0,0,0,0,1,0,0,0,9,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\commands\Commandr.java,com.earth2me.essentials.commands.Commandr,class,8,8,0,8,13,2,0,18,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,34,0,0,2,0,1,7,3,8,0,5,3,0,0,0,26,1,0
