file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\abhi\Downloads\Files\spring_integration\spring-integration\spring-integration-core\src\test\java\org\springframework\integration\gateway\HeaderEnrichedGatewayTests.java,org.springframework.integration.gateway.HeaderEnrichedGatewayTests,class,8,8,0,8,2,1,0,10,0,0.25,1,1,2,0,2,0,0,0,2,0,0,0,4,0,0,4,0,0,0,0,0,57,0,0,0,0,0,41,11,12,0,10,0,0,1,0,32,1,0
C:\Users\abhi\Downloads\Files\spring_integration\spring-integration\spring-integration-core\src\main\java\org\springframework\integration\metadata\MetadataStoreListenerAdapter.java,org.springframework.integration.metadata.MetadataStoreListenerAdapter,class,1,1,0,1,3,1,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1025,0
C:\Users\abhi\Downloads\Files\spring_integration\spring-integration\spring-integration-core\src\test\java\org\springframework\integration\gateway\GatewayMethodInboundMessageMapperToMessageTests.java,org.springframework.integration.gateway.GatewayMethodInboundMessageMapperToMessageTests,class,11,11,0,11,22,1,0,23,231,0,0,0,22,0,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,97,16,72,0,74,0,0,1,9,62,1,0
C:\Users\abhi\Downloads\Files\spring_integration\spring-integration\spring-integration-core\src\main\java\org\springframework\integration\gateway\DefaultMethodInvokingMethodInterceptor.java,org.springframework.integration.gateway.DefaultMethodInvokingMethodInterceptor,class,6,8,2,6,4,1,0,11,1,0.5,NaN,NaN,2,0,1,1,0,0,1,0,0,0,2,0,0,2,0,0,2,0,1,105,4,0,0,1,1,0,1,5,0,6,2,0,1,1,96,0,0
C:\Users\abhi\Downloads\Files\spring_integration\spring-integration\spring-integration-core\src\test\java\org\springframework\integration\handler\ServiceActivatorDefaultFrameworkMethodTests.java,org.springframework.integration.handler.ServiceActivatorDefaultFrameworkMethodTests$AsyncService,innerclass,0,0,0,0,1,1,0,0,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,9,1,0,0,0,0,1,0,2,0,2,0,0,0,0,5,10,0
C:\Users\abhi\Downloads\Files\spring_integration\spring-integration\spring-integration-ws\src\main\java\org\springframework\integration\ws\SimpleWebServiceOutboundGateway.java,org.springframework.integration.ws.SimpleWebServiceOutboundGateway$SimpleRequestMessageCallback,innerclass,11,11,0,11,11,3,0,19,6,0,0,0,4,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,40,1,1,0,0,1,8,0,10,1,5,1,0,0,0,44,18,0
C:\Users\abhi\Downloads\Files\spring_integration\spring-integration\spring-integration-jmx\src\test\java\org\springframework\integration\jmx\config\PriorityChannelTests.java,org.springframework.integration.jmx.config.PriorityChannelTests,class,8,8,0,8,2,1,0,8,0,0.25,1,1,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,19,0,0,0,0,1,3,4,2,0,4,0,0,1,0,23,1,0
C:\Users\abhi\Downloads\Files\spring_integration\spring-integration\spring-integration-mongodb\src\main\java\org\springframework\integration\mongodb\inbound\ReactiveMongoDbMessageSource.java,org.springframework.integration.mongodb.inbound.ReactiveMongoDbMessageSource,class,14,17,3,14,13,3,0,37,4,0.5,0.5,0.6,8,0,4,3,1,0,5,0,0,0,2,0,0,2,0,0,1,0,0,70,8,0,3,0,0,4,0,14,0,12,2,0,0,2,143,1,0
C:\Users\abhi\Downloads\Files\spring_integration\spring-integration\spring-integration-groovy\src\test\java\org\springframework\integration\groovy\GroovyScriptExecutingMessageProcessorTests.java,org.springframework.integration.groovy.GroovyScriptExecutingMessageProcessorTests$CustomScriptVariableGenerator,innerclass,2,2,0,2,1,1,0,4,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,3,0,1,0,1,0,0,0,0,8,10,0
C:\Users\abhi\Downloads\Files\spring_integration\spring-integration\spring-integration-kafka\src\main\java\org\springframework\integration\kafka\dsl\KafkaInboundGatewaySpec.java,org.springframework.integration.kafka.dsl.KafkaInboundGatewaySpec$KafkaInboundGatewayListenerContainerSpec,innerclass,7,7,0,7,4,3,0,8,0,0.25,0.8333333,1,4,0,3,0,0,1,4,0,0,0,2,0,0,2,0,0,2,0,0,25,3,0,0,0,0,2,0,3,0,3,0,0,0,0,38,9,0
