"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"7","io.mantisrx.master.jobcluster.job","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\jobcluster\job\JobTestHelper.java","4","350","Unnecessary qualifier 'JobTestHelper': 'sendLaunchedInitiatedStartedEventsToWorker' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"8","io.mantisrx.master.jobcluster.job","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\jobcluster\job\JobTestHelper.java","4","357","Unnecessary qualifier 'JobTestHelper': 'sendWorkerLaunchedEvent' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"9","io.mantisrx.master.jobcluster.job","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\jobcluster\job\JobTestHelper.java","4","360","Unnecessary qualifier 'JobTestHelper': 'sendStartInitiatedEvent' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"10","io.mantisrx.master.jobcluster.job","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\jobcluster\job\JobTestHelper.java","4","364","Unnecessary qualifier 'JobTestHelper': 'sendHeartBeat' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.mantisrx.master.jobcluster.job","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\jobcluster\job\JobTestLifecycle.java","3","956","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.mantisrx.master.jobcluster.job","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\jobcluster\job\JobTestLifecycle.java","3","963","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.mantisrx.master.jobcluster.job","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\jobcluster\job\WorkerResubmitRateLimiterTest.java","3","57","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.mantisrx.master.jobcluster.job","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\jobcluster\job\WorkerResubmitRateLimiterTest.java","3","64","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.mantisrx.server.master.domain","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\server\master\domain\JobClusterConfigTest.java","3","146","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.mantisrx.server.master.domain","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\server\master\domain\JobClusterConfigTest.java","3","161","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.mantisrx.sourcejob.synthetic.core","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-examples\mantis-examples-synthetic-sourcejob\src\main\java\io\mantisrx\sourcejob\synthetic\core\MQL.java","4","269","Unnecessary qualifier 'MQL': 'makeQuery' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.mantisrx.sourcejob.synthetic.stage","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-examples\mantis-examples-synthetic-sourcejob\src\main\java\io\mantisrx\sourcejob\synthetic\stage\TaggingStage.java","4","133","Unnecessary qualifier 'TaggingStage': 'taggedDataCodec' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.reactivex.mantis.remote.observable","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-remote-observable\src\main\java\io\reactivex\mantis\remote\observable\ConnectToConfig.java","3","26","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","io.reactivex.mantis.remote.observable","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-remote-observable\src\main\java\io\reactivex\mantis\remote\observable\ServeConfig.java","3","24","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","io.reactivex.mantis.remote.observable","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-remote-observable\src\test\java\io\reactivex\mantis\remote\observable\MetricsTest.java","3","178","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.reactivex.mantis.remote.observable","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-remote-observable\src\test\java\io\reactivex\mantis\remote\observable\MetricsTest.java","3","190","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","io.reactivex.mantis.remote.observable","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-remote-observable\src\test\java\io\reactivex\mantis\remote\observable\MetricsTest.java","3","249","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.mantisrx.server.worker.jobmaster","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-runtime-executor\src\test\java\io\mantisrx\server\worker\jobmaster\AutoScaleMetricsConfigTest.java","3","83","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.mantisrx.runtime","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-runtime\src\main\java\io\mantisrx\runtime\StageConfig.java","3","26","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","io.mantisrx.runtime.executor","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-runtime\src\main\java\io\mantisrx\runtime\executor\StageExecutors.java","4","125","Unnecessary qualifier 'StageExecutors': 'executeIntermediate' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.mantisrx.server.agent","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-server\mantis-server-agent\src\main\java\io\mantisrx\server\agent\FileSystemInitializer.java","4","33","Unnecessary qualifier 'FileSystemInitializer': 'initialize' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.mantisrx.server.agent","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-server\mantis-server-agent\src\main\java\io\mantisrx\server\agent\Hardware.java","3","95","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.mantisrx.sourcejob.kafka.sink","C:\User\abhi\MetricsCK\Netflix_mantis\mantis\mantis-source-jobs\mantis-source-job-kafka\src\main\java\io\mantisrx\sourcejob\kafka\sink\MQL.java","4","269","Unnecessary qualifier 'MQL': 'makeQuery' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
