"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"55","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","3","3824","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"56","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","3","3825","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"57","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","3","4047","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"58","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","4","4524","Unnecessary qualifier 'BurpExtender': 'PLATFORM_ANDROID' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"59","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","4","4582","Unnecessary qualifier 'BurpExtender': 'PLATFORM_IOS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"60","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","4","4704","Unnecessary qualifier 'BurpExtender': 'PLATFORM_GENERIC' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"61","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","4","4706","Unnecessary qualifier 'BurpExtender': 'PLATFORM_ANDROID' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"62","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","4","4708","Unnecessary qualifier 'BurpExtender': 'PLATFORM_IOS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"63","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","4","4721","Unnecessary qualifier 'BurpExtender': 'PLATFORM_ANDROID' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"64","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","4","4723","Unnecessary qualifier 'BurpExtender': 'PLATFORM_ANDROID' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"65","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","4","4808","Unnecessary qualifier 'BurpExtender': 'PLATFORM_GENERIC' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"66","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","4","4810","Unnecessary qualifier 'BurpExtender': 'PLATFORM_ANDROID' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"67","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","4","4812","Unnecessary qualifier 'BurpExtender': 'PLATFORM_IOS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"68","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","3","4912","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"69","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","3","4915","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"70","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","3","4916","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"71","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","3","4917","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"72","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","3","4946","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"73","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","3","4948","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"74","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","3","4949","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"75","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","3","4980","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"76","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","3","4983","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"77","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","3","4984","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"78","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","3","4987","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"79","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","3","4991","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"80","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","3","4995","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"81","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","4","5049","Unnecessary qualifier 'BurpExtender': 'PLATFORM_ANDROID' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"82","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","4","5058","Unnecessary qualifier 'BurpExtender': 'PLATFORM_IOS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"83","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","4","5183","Unnecessary qualifier 'BurpExtender': 'PLATFORM_ANDROID' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"84","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\BurpExtender.java","4","5185","Unnecessary qualifier 'BurpExtender': 'PLATFORM_IOS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\CustomPlugin.java","4","128","Unnecessary qualifier 'CustomPluginParameterValues': 'values' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\CustomPlugin.java","4","186","Unnecessary qualifier 'CustomPluginFunctionOutputValues': 'values' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","burp","C:\User\abhi\MetricsCK\Brida\Brida\src\main\java\burp\CustomPlugin.java","4","520","Unnecessary qualifier 'java.lang': 'String' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
