file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\android\src\main\java\com\henninghall\date_picker\props\Is24hourSourceProp.java,com.henninghall.date_picker.props.Is24hourSourceProp,class,3,4,1,3,1,2,0,2,0,1,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,10,1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\android\src\main\java\com\henninghall\date_picker\Formats.java,com.henninghall.date_picker.Formats$Anonymous2,anonymous,0,0,0,0,1,1,0,1,0,0,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\android\src\main\java\com\henninghall\date_picker\pickers\AndroidNative.java,com.henninghall.date_picker.pickers.AndroidNative$Anonymous4,anonymous,3,3,0,3,2,1,0,2,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,2,0,0,1,0,0,0,26,-1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\examples\Rn069\android\app\src\main\java\com\rn069\newarchitecture\MainApplicationReactNativeHost.java,com.rn069.newarchitecture.MainApplicationReactNativeHost$Anonymous1,anonymous,3,3,0,3,1,1,0,1,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,1,0,1,0,1,0,0,15,-1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\examples\detox\android\app\src\main\java\com\example\MainActivity.java,com.example.MainActivity,class,1,2,1,1,1,2,0,0,0,0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\examples\detox\android\app\src\androidTest\java\com\example\DetoxTest.java,com.example.DetoxTest,class,7,7,0,7,1,1,0,1,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\android\src\main\java\com\henninghall\date_picker\models\Is24HourSource.java,com.henninghall.date_picker.models.Is24HourSource,enum,0,2,2,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\android\src\main\java\com\henninghall\date_picker\pickers\Picker.java,com.henninghall.date_picker.pickers.Picker$OnValueChangeListener,interface,0,0,0,0,2,1,0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\android\src\main\java\com\henninghall\date_picker\wheels\HourWheel.java,com.henninghall.date_picker.wheels.HourWheel,class,6,7,1,6,11,2,0,9,19,0.71428573,0.04761905,0.04761905,7,0,7,0,0,0,7,0,0,0,1,0,0,1,0,0,1,0,1,33,6,1,1,0,0,2,10,5,0,5,1,0,0,0,31,1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\android\src\main\java\com\henninghall\date_picker\wheelFunctions\AddOnChangeListener.java,com.henninghall.date_picker.wheelFunctions.AddOnChangeListener,class,5,6,1,5,2,1,0,1,1,0.5,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,17,0,0,0,0,0,0,0,1,0,1,0,1,0,0,9,1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\examples\Rn069\android\app\src\androidTest\java\com\rn069\TestButlerProbe.java,com.rn069.TestButlerProbe,class,2,4,2,2,7,1,0,10,6,0.75,NaN,NaN,4,3,0,3,0,1,1,0,0,0,2,2,0,2,0,0,2,0,2,32,3,0,0,2,0,4,1,3,0,3,1,0,0,0,43,0,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\android\src\main\java\com\henninghall\date_picker\props\ModeProp.java,com.henninghall.date_picker.props.ModeProp,class,3,4,1,3,1,2,0,2,0,1,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,7,1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\android\src\main\java\com\henninghall\date_picker\State.java,com.henninghall.date_picker.State,class,19,34,15,19,27,1,0,30,206,0.9492064,0.014705882,0.014705882,21,0,16,4,0,1,17,0,0,0,15,0,1,14,0,0,13,0,10,122,21,0,2,1,0,4,6,30,5,29,2,1,0,0,81,1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\android\src\main\java\com\henninghall\date_picker\DerivedData.java,com.henninghall.date_picker.DerivedData,class,6,15,9,6,24,1,0,24,0,0.25,0.47619048,0.47619048,8,0,6,1,0,1,7,0,0,0,1,0,0,1,0,0,1,0,7,88,9,2,5,1,1,8,1,13,1,13,3,0,0,0,45,1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\android\src\main\java\com\henninghall\date_picker\wheelFunctions\SetDividerColor.java,com.henninghall.date_picker.wheelFunctions.SetDividerColor,class,2,3,1,2,2,1,0,1,0,0,1,1,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\android\src\main\java\com\henninghall\date_picker\wheels\DateWheel.java,com.henninghall.date_picker.wheels.DateWheel,class,5,6,1,5,8,2,0,8,15,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,30,5,1,1,0,0,0,5,5,0,5,1,0,0,0,23,1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\examples\Rn072\android\app\src\debug\java\com\rn072\ReactNativeFlipper.java,com.rn072.ReactNativeFlipper,class,11,12,1,11,3,1,0,8,0,0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,1,0,0,0,0,3,0,3,2,2,0,0,41,1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\examples\Rn072\android\app\src\debug\java\com\rn072\ReactNativeFlipper.java,com.rn072.ReactNativeFlipper$Anonymous2$Anonymous3,anonymous,1,1,0,1,1,1,0,1,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\examples\Rn071\android\app\src\debug\java\com\rn071\ReactNativeFlipper.java,com.rn071.ReactNativeFlipper,class,11,12,1,11,3,1,0,8,0,0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,1,0,0,0,0,3,0,3,2,2,0,0,41,1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\examples\Rn072\android\app\src\main\java\com\rn072\MainActivity.java,com.rn072.MainActivity,class,4,5,1,4,2,2,0,2,1,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,40,1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\android\src\main\java\com\henninghall\date_picker\generated\NumberPicker.java,com.henninghall.date_picker.generated.NumberPicker$OnValueChangeListener,interface,1,1,0,1,1,1,0,0,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\android\src\main\java\com\henninghall\date_picker\ui\Wheels.java,com.henninghall.date_picker.ui.Wheels,class,18,21,3,18,37,1,0,36,179,0.8553719,0.06410257,0.12820514,22,0,2,9,0,11,13,0,0,0,11,0,0,11,0,0,2,0,1,148,18,8,3,0,0,7,8,20,4,20,2,2,0,0,69,1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\android\src\main\java\com\henninghall\date_picker\wheels\YearWheel.java,com.henninghall.date_picker.wheels.YearWheel,class,6,8,2,6,12,2,0,13,24,0.75,0,0,8,0,6,2,0,0,6,0,0,0,2,0,0,2,0,0,0,0,2,46,9,1,3,0,0,0,4,8,1,8,1,0,0,0,28,1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\examples\Rn069\android\app\src\main\java\com\rn069\newarchitecture\MainApplicationReactNativeHost.java,com.rn069.newarchitecture.MainApplicationReactNativeHost,class,9,10,1,9,6,2,0,1,15,0,0,0,6,0,2,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,41,5,0,0,0,0,1,0,1,0,1,0,1,0,0,51,1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\examples\Rn072\android\app\src\main\java\com\rn072\MainApplication.java,com.rn072.MainApplication$Anonymous1,anonymous,2,2,0,2,5,1,0,1,10,0,0,0,5,0,1,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,0,2,0,1,0,1,0,0,0,0,19,-1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\android\src\main\java\com\henninghall\date_picker\wheelFunctions\Hide.java,com.henninghall.date_picker.wheelFunctions.Hide,class,3,3,0,3,1,1,0,1,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\examples\Rn072\android\app\src\debug\java\com\rn072\ReactNativeFlipper.java,com.rn072.ReactNativeFlipper$Anonymous2,anonymous,1,1,0,1,1,1,0,2,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,-1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\examples\Rn072\android\app\src\debug\java\com\rn072\ReactNativeFlipper.java,com.rn072.ReactNativeFlipper$Anonymous1,anonymous,2,2,0,2,1,1,0,1,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
C:\Users\abhi\Downloads\Files\react_native_datePicker\react_native_date_picker\android\src\main\java\com\henninghall\date_picker\props\MinimumDateProp.java,com.henninghall.date_picker.props.MinimumDateProp,class,2,3,1,2,1,2,0,1,0,1,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,8,1,0
